Date,Close,High,Low,Open,Volume
3/1/2005,0.180178151,0.18888905,0.179414338,0.186291373,1066716000
4/1/2005,0.171696514,0.181782817,0.168945696,0.181477481,790224000
5/1/2005,0.173301116,0.175364225,0.168945666,0.169862605,724812000
6/1/2005,0.171620339,0.178420339,0.170397148,0.17635723,563568000
7/1/2005,0.168334097,0.173301136,0.165812511,0.172001839,763092000
10/1/2005,0.16871646,0.170397213,0.167723416,0.168869587,579552000
11/1/2005,0.163520187,0.168028764,0.160998615,0.167111825,1093380000
12/1/2005,0.162144765,0.165583277,0.158171672,0.16497259,1057800000
13/1/2005,0.163826391,0.16810482,0.158935458,0.162527095,898764000
14/1/2005,0.164361,0.167264943,0.162756353,0.166882572,573912000
18/1/2005,0.166958705,0.167341076,0.162144791,0.162527148,464556000
19/1/2005,0.163138762,0.168104887,0.162451054,0.167723445,336492000
20/1/2005,0.163520187,0.167494196,0.159852444,0.159852444,640080000
21/1/2005,0.163826391,0.167035671,0.163214802,0.16374937,596352000
24/1/2005,0.157254666,0.165277869,0.156337727,0.162909424,463704000
25/1/2005,0.160005555,0.16222179,0.157025506,0.157942445,439704000
26/1/2005,0.162068725,0.164284961,0.157866399,0.160540182,429120000
27/1/2005,0.175058872,0.175822684,0.16138092,0.162373965,1002912000
28/1/2005,0.174829662,0.176434295,0.17100878,0.175746601,671052000
31/1/2005,0.175135076,0.178420463,0.172689608,0.176281247,562968000
1/2/2005,0.178420439,0.179185168,0.173912777,0.174981927,507180000
2/2/2005,0.188354477,0.189805984,0.180178146,0.185450534,2035404000
3/2/2005,0.186367527,0.187666823,0.183769835,0.186367527,690120000
4/2/2005,0.197065398,0.197599966,0.186367493,0.186443599,806448000
7/2/2005,0.194696099,0.20096245,0.192939254,0.197294706,521628000
8/2/2005,0.196606904,0.199739163,0.192862141,0.19347373,455772000
9/2/2005,0.189729899,0.197753092,0.188735939,0.197141503,783756000
10/2/2005,0.19416149,0.195154534,0.19003527,0.190722978,602376000
11/2/2005,0.199816167,0.201267688,0.192251438,0.192939146,556512000
14/2/2005,0.195612952,0.200503899,0.194849153,0.199739171,432900000
15/2/2005,0.197370723,0.203636156,0.19660691,0.19691226,748500000
16/2/2005,0.19668299,0.199586932,0.193168374,0.196759095,466464000
17/2/2005,0.194925219,0.199433794,0.193397593,0.199357689,1017408000
18/2/2005,0.216014802,0.216244034,0.20409461,0.209902495,3132120000
22/2/2005,0.218765602,0.223808759,0.212653295,0.214563278,1420800000
23/2/2005,0.211659372,0.217925721,0.208144755,0.215251023,1107840000
24/2/2005,0.217237979,0.217543316,0.208756311,0.208756311,695496000
25/2/2005,0.220370263,0.221516433,0.215174895,0.217543341,525132000
28/2/2005,0.221516356,0.221593377,0.217390139,0.219301037,758064000
1/3/2005,0.220981866,0.22617815,0.218765631,0.222510408,737148000
2/3/2005,0.214487165,0.219759554,0.213187869,0.218536363,947460000
3/3/2005,0.211583257,0.215327118,0.208450082,0.213951717,761292000
4/3/2005,0.210666254,0.214028659,0.208908482,0.212194781,593124000
7/3/2005,0.212805495,0.217237979,0.210131712,0.211583219,511176000
8/3/2005,0.202031538,0.212729444,0.200656136,0.212270981,1332384000
9/3/2005,0.196759149,0.20447702,0.196148476,0.200733158,910140000
10/3/2005,0.19668299,0.19912847,0.193549816,0.197370697,689280000
11/3/2005,0.192251459,0.198746123,0.190493686,0.198440787,732180000
14/3/2005,0.197676077,0.198516911,0.194849169,0.19622457,572148000
15/3/2005,0.193702951,0.200579972,0.193549811,0.198669989,378108000
16/3/2005,0.190417618,0.195995358,0.190340597,0.192939204,535356000
17/3/2005,0.188506693,0.191715972,0.188048216,0.191028265,442584000
18/3/2005,0.184686735,0.189271417,0.181248224,0.188659828,639012000
21/3/2005,0.191028297,0.19148676,0.183463566,0.184609737,654456000
22/3/2005,0.18758975,0.192939159,0.186902042,0.191181387,622992000
23/3/2005,0.19163987,0.192939167,0.18697907,0.187360526,728784000
24/3/2005,0.192022234,0.197370729,0.191869108,0.192174445,865356000
28/3/2005,0.1898821,0.194849152,0.188048222,0.192098335,511188000
29/3/2005,0.185679749,0.191792971,0.184838915,0.189652841,587400000
30/3/2005,0.185679749,0.18835446,0.179337295,0.185755854,858708000
31/3/2005,0.181553617,0.185909069,0.180712783,0.184609772,518316000
1/4/2005,0.179795817,0.184838975,0.178726667,0.183769825,510756000
4/4/2005,0.178726628,0.179337315,0.174752634,0.178802734,421428000
5/4/2005,0.17559348,0.182546622,0.174523415,0.178802761,430128000
6/4/2005,0.178268164,0.181858886,0.177656562,0.178878851,567468000
7/4/2005,0.181553617,0.183387496,0.1761281,0.17918517,506352000
8/4/2005,0.179185137,0.186367511,0.178802766,0.182317397,621540000
11/4/2005,0.175669521,0.181095049,0.175134953,0.180483446,328380000
12/4/2005,0.177809715,0.178115052,0.171238016,0.175135003,512232000
13/4/2005,0.170397162,0.178497374,0.169250979,0.178038912,498408000
14/4/2005,0.16902177,0.172384176,0.168411097,0.170779543,352080000
15/4/2005,0.163138762,0.168104887,0.16161022,0.166882611,630156000
18/4/2005,0.16199255,0.165660292,0.161227821,0.16214476,473100000
19/4/2005,0.167646304,0.168869494,0.163902444,0.164666257,365460000
20/4/2005,0.162527129,0.171543381,0.162374003,0.170474231,564672000
21/4/2005,0.17154339,0.172154978,0.164361016,0.165812523,538152000
22/4/2005,0.169938684,0.171620351,0.167952595,0.170474181,336276000
25/4/2005,0.172613457,0.173912753,0.170550347,0.171391181,318168000
26/4/2005,0.171849608,0.176281164,0.168334077,0.172689527,353148000
27/4/2005,0.165277869,0.167952566,0.161839345,0.167340977,609348000
28/4/2005,0.165812537,0.168028773,0.163138754,0.164743387,372948000
29/4/2005,0.167570323,0.168716493,0.159852464,0.167417197,478356000
2/5/2005,0.166958705,0.171467295,0.164437132,0.169557312,334908000
3/5/2005,0.166041702,0.17016792,0.165354008,0.167111767,439512000
4/5/2005,0.17131412,0.172537325,0.166270976,0.166806459,468816000
5/5/2005,0.174676478,0.176815692,0.171391094,0.172308019,619272000
6/5/2005,0.177044958,0.177121979,0.172689508,0.176739621,355728000
9/5/2005,0.180331275,0.18155355,0.176739638,0.177809703,745332000
10/5/2005,0.173301116,0.178115042,0.171314112,0.178038937,735120000
11/5/2005,0.170397162,0.174981843,0.170091812,0.17421803,555420000
12/5/2005,0.174141943,0.176434284,0.170244956,0.170397181,835584000
13/5/2005,0.193549871,0.194619937,0.181858921,0.189882128,2650320000
16/5/2005,0.19423753,0.195536827,0.191181377,0.191257482,664104000
17/5/2005,0.196377635,0.197294574,0.192939125,0.193091335,639804000
18/5/2005,0.197829157,0.198287633,0.193856079,0.195919188,550056000
19/5/2005,0.197446868,0.199128536,0.195231547,0.198287702,452880000
20/5/2005,0.200962335,0.20103844,0.194925232,0.197217572,517008000
23/5/2005,0.20562318,0.207686289,0.201726192,0.202337794,703668000
24/5/2005,0.208527073,0.209290872,0.203636127,0.204630086,522192000
25/5/2005,0.205852389,0.209137774,0.203865385,0.208068625,535272000
26/5/2005,0.211659372,0.213264019,0.207303921,0.207686292,788784000
27/5/2005,0.210283965,0.212270969,0.208068645,0.212270969,322740000
31/5/2005,0.207074687,0.211124801,0.203636176,0.209367028,763176000
1/6/2005,0.208985552,0.212805505,0.203254701,0.205699252,796632000
2/6/2005,0.216779515,0.216779515,0.208220826,0.208220826,684348000
3/6/2005,0.216244072,0.218001831,0.213951731,0.21601484,559620000
6/6/2005,0.214180902,0.216550263,0.212194813,0.212347024,512892000
7/6/2005,0.208985552,0.216244029,0.208220824,0.2127294,974136000
8/6/2005,0.207533136,0.212424069,0.205317816,0.209520126,618720000
9/6/2005,0.216244072,0.216321092,0.205699292,0.205928524,619908000
10/6/2005,0.213799462,0.216244026,0.212347039,0.216014795,465096000
13/6/2005,0.218536422,0.22457354,0.213341052,0.213951739,1409916000
14/6/2005,0.20562318,0.222204148,0.198746143,0.218613426,2408412000
15/6/2005,0.205011562,0.205928501,0.196912264,0.204323854,1669788000
16/6/2005,0.206081644,0.207457046,0.201955425,0.204935473,489240000
17/6/2005,0.20562318,0.208985586,0.205088598,0.208603228,456348000
20/6/2005,0.208756328,0.210131729,0.202260748,0.205623153,606060000
21/6/2005,0.210742399,0.211736359,0.208144708,0.210131712,428172000
22/6/2005,0.210513189,0.214410177,0.207915512,0.21295867,700668000
23/6/2005,0.213799462,0.216397153,0.209366991,0.21013172,836976000
24/6/2005,0.206998602,0.213493268,0.205852431,0.213417162,475632000
27/6/2005,0.205317825,0.207380921,0.203483947,0.205699267,354588000
28/6/2005,0.206616178,0.20799158,0.203865361,0.206157702,262308000
29/6/2005,0.204706281,0.207074728,0.203025529,0.206693286,283572000
30/6/2005,0.204171613,0.207991579,0.20256698,0.206081596,593232000
1/7/2005,0.205088556,0.205393906,0.200962338,0.203483923,315168000
5/7/2005,0.208297864,0.209137782,0.203865393,0.205852397,388440000
6/7/2005,0.213875592,0.214792517,0.206616199,0.20898556,703632000
7/7/2005,0.21234709,0.213951737,0.209825518,0.210513212,465900000
8/7/2005,0.215021774,0.215709468,0.210895555,0.213646359,408132000
11/7/2005,0.218231007,0.220447242,0.216014772,0.216931698,399492000
12/7/2005,0.217008799,0.218689538,0.212576314,0.218077935,564252000
13/7/2005,0.217314124,0.2185364,0.213646368,0.217925713,594780000
14/7/2005,0.207686231,0.223885752,0.20738088,0.219606408,1871496000
15/7/2005,0.20547004,0.207686276,0.201879305,0.207074674,1223352000
18/7/2005,0.200350747,0.204935427,0.198287637,0.204859322,1044900000
19/7/2005,0.203101546,0.203560022,0.200045406,0.201573018,517896000
20/7/2005,0.206157759,0.206998593,0.197982355,0.200733158,526500000
21/7/2005,0.202643096,0.204400869,0.198440773,0.20348393,594528000
22/7/2005,0.197370723,0.206540099,0.195919216,0.203636156,699264000
25/7/2005,0.19851695,0.204630175,0.194237604,0.195078438,974952000
26/7/2005,0.202643096,0.202948433,0.196912245,0.197676044,759492000
27/7/2005,0.206769302,0.207686241,0.19950991,0.202948421,807828000
28/7/2005,0.208373964,0.209367008,0.203560051,0.20638696,411240000
29/7/2005,0.206769302,0.20974935,0.205088551,0.207533115,351660000
1/8/2005,0.209902525,0.210819464,0.206616224,0.207991626,389040000
2/8/2005,0.212729365,0.213417072,0.209825436,0.210131688,422652000
3/8/2005,0.212729365,0.214716368,0.210819395,0.212729365,518256000
4/8/2005,0.210513189,0.212041731,0.210054727,0.211124792,356424000
5/8/2005,0.215862557,0.216321034,0.208756305,0.210207812,684096000
8/8/2005,0.216626376,0.221364196,0.215097848,0.217314084,725544000
9/8/2005,0.216091886,0.217467288,0.21372251,0.216931791,291900000
10/8/2005,0.212882504,0.218077857,0.210666269,0.217008722,440556000
11/8/2005,0.215862557,0.216244013,0.210819414,0.212882523,701556000
12/8/2005,0.228851885,0.230838875,0.220752575,0.228546534,2295420000
15/8/2005,0.234659851,0.237028297,0.226712749,0.229616678,882804000
16/8/2005,0.230685875,0.234506744,0.229005122,0.232443648,637488000
17/8/2005,0.230685875,0.233513713,0.229539704,0.229692817,607572000
18/8/2005,0.224725708,0.230075104,0.223732664,0.228928948,822732000
19/8/2005,0.223121062,0.225795774,0.222433368,0.225108066,422232000
22/8/2005,0.221287191,0.226330349,0.218689514,0.222739627,547224000
23/8/2005,0.222739622,0.223885792,0.220294155,0.221057955,254460000
24/8/2005,0.222891822,0.22762963,0.22021804,0.221287176,514620000
25/8/2005,0.224420369,0.225642658,0.221974902,0.223885801,296484000
26/8/2005,0.220981866,0.224649622,0.218842651,0.224649622,323436000
29/8/2005,0.221364245,0.221593476,0.217161005,0.218918764,343392000
30/8/2005,0.229310408,0.229845905,0.220676528,0.220981865,948852000
31/8/2005,0.234430581,0.237333595,0.228088127,0.228775835,906804000
1/9/2005,0.234506622,0.236645822,0.232519632,0.233742809,556884000
2/9/2005,0.230685875,0.234965207,0.229922062,0.234965207,469800000
6/9/2005,0.232596681,0.233818956,0.228011999,0.231526616,423096000
7/9/2005,0.240008324,0.240619899,0.231679781,0.232290454,588012000
8/9/2005,0.242835179,0.245815227,0.23855675,0.23855675,646116000
9/9/2005,0.245968416,0.246503012,0.24145984,0.245433848,454236000
12/9/2005,0.245127514,0.246961392,0.242224501,0.246197579,556584000
13/9/2005,0.252540141,0.253762417,0.24398145,0.24398145,854724000
14/9/2005,0.249483034,0.25399161,0.248336836,0.250629204,503448000
15/9/2005,0.253915489,0.256742397,0.251775359,0.253303886,759756000
16/9/2005,0.254067749,0.257430155,0.252004625,0.25605474,519828000
19/9/2005,0.250476956,0.254603147,0.249101541,0.253762327,428316000
20/9/2005,0.25536707,0.258194007,0.252081698,0.252387021,522192000
21/9/2005,0.253150821,0.259417171,0.250935514,0.254374026,625656000
